#,Record ID,Power Almanac Account ID,Role,Title,Person ID,First Name,Last Name,Email Address,Phone Number,Phone Number Ext,Street Address or PO Box Number,Suite Number,City,State,Zip Code,Government Category,Government Designated Name,Government Place Name,Government Category Name,Government County Location,Government Web Address,Government Main Phone Number,Government Street Address,Government City,Government State,Government Zip Code,Population,Last Verified Date,Update Status
11,201200200500000-115-0KOWZX,201200200500000,Head of Water Supply,Public Works Superintendent,201200200500000-E018C00,[redacted],[redacted],[redacted],[redacted],,PO Box 1750,,Foley,AL,"=""36536""",municipality,City of Foley,Foley,City,Baldwin,http://www.cityoffoley.org,251-943-1545,407 East Laurel Avenue,Foley,AL,"=""36535""",19337.0,09-Dec-2022,SAME
12,201200200600000-115-0KOWZX,201200200600000,Head of Water Supply,Public Works Director,201200200600000-2B2DD09,[redacted],[redacted],[redacted],[redacted],,22650 East Chicago Street,,Robertsdale,AL,"=""36567""",municipality,City of Robertsdale,Robertsdale,City,Baldwin,http://www.robertsdale.org,251-947-8900,22647 Racine Street,Robertsdale,AL,"=""36567""",6776.0,24-Mar-2023,SAME
13,201200200800000-115-0KOWZX,201200200800000,Head of Water Supply,Public Works Director,201200200800000-D7F70FD,[redacted],[redacted],[redacted],[redacted],2,502 W Lee Ave,,Summerdale,AL,"=""36580""",municipality,Town of Summerdale,Summerdale,Town,Baldwin,https://www.summerdaleal.com,251-989-6202,502 W Lee Ave,Summerdale,AL,"=""36580""",1429.0,05-May-2023,SAME
14,201200240100000-115-0KOWZX,201200240100000,Head of Water Supply,Utilities Director,201200240100000-91E0DE7,[redacted],[redacted],[redacted],[redacted],,PO Box 458,,Orange Beach,AL,"=""36561""",municipality,City of Orange Beach,Orange Beach,City,Baldwin,https://www.orangebeachal.gov/,251-981-6979,4099 Orange Beach Boulevard,Orange Beach,AL,"=""36561""",6130.0,06-Apr-2023,SAME
15,201200250200000-115-0KOWZX,201200250200000,Head of Water Supply,Superintendent of Utilities,201200250200000-401166B,[redacted],[redacted],[redacted],[redacted],,PO Box 9,,Loxley,AL,"=""36551""",municipality,Town of Loxley,Loxley,Town,Baldwin,http://www.townofloxley.org,251-964-5162,1089 S. Hickory Street,Loxley,AL,"=""36551""",2767.0,24-Mar-2023,SAME
16,201200400200000-115-0KOWZX,201200400200000,Head of Water Supply,Water Superintendent,201200400200000-A8AE830,[redacted],[redacted],[redacted],[redacted],,1270 Walnut Street,,Centreville,AL,"=""35042""",municipality,City of Centreville,Centreville,City,Bibb,https://cityofcentreville.com,205-926-4995,1270 Walnut Street,Centreville,AL,"=""35042""",2627.0,09-Dec-2022,SAME
17,201200800400000-115-0KOWZX,201200800400000,Head of Water Supply,Water Manager,201200800400000-DC9E160,[redacted],[redacted],[redacted],[redacted],,"320 Church Avenue, SE",,Jacksonville,AL,"=""36265""",municipality,City of Jacksonville,Jacksonville,City,Calhoun,http://www.jacksonville-al.org/,256-435-7611,"320 Church Avenue, SE",Jacksonville,AL,"=""36265""",12796.0,09-Dec-2022,SAME
18,201200800500000-115-0KOWZX,201200800500000,Head of Water Supply,Public Works Supervisor,201200800500000-64CD7CF,[redacted],[redacted],[redacted],[redacted],,PO Box 645,,Ohatchee,AL,"=""36271""",municipality,Town of Ohatchee,Ohatchee,Town,Calhoun,http://ohatchee.info/,256-892-3233,7801 Alabama Highway 77,Ohatchee,AL,"=""36271""",1358.0,09-Dec-2022,SAME
19,201200800700000-115-0KOWZX,201200800700000,Head of Water Supply,Water Manager,201200800700000-11F4D43,[redacted],[redacted],[redacted],[redacted],,109 North Center Avenue,,Piedmont,AL,"=""36272""",municipality,City of Piedmont,Piedmont,City,Calhoun,http://www.piedmontcity.org,256-447-3560,109 North Center Avenue,Piedmont,AL,"=""36272""",4549.0,09-Dec-2022,SAME
20,201200800800000-115-0KOWZX,201200800800000,Head of Water Supply,Public Works Director,201200800800000-50F9849,[redacted],[redacted],[redacted],[redacted],105,500 Anniston Street,,Weaver,AL,"=""36277""",municipality,City of Weaver,Weaver,City,Calhoun,http://www.weaver-alabama.org/,256-820-1121,500 Anniston Street,Weaver,AL,"=""36277""",3066.0,09-Dec-2022,SAME
