#,Record ID,Power Almanac Account ID,Role,Title,Person ID,First Name,Last Name,Email Address,Phone Number,Phone Number Ext,Street Address or PO Box Number,Suite Number,City,State,Zip Code,Government Category,Government Designated Name,Government Place Name,Government Category Name,Government County Location,Government Web Address,Government Main Phone Number,Government Street Address,Government City,Government State,Government Zip Code,Population,Last Verified Date,Update Status
11,201101401400000-111-39EDMG,201101401400000,Head of HR,County Administrator/Chief Personnel Officer,201101401400000-7396C80,[redacted],[redacted],[redacted],[redacted],1,41771 Highway 77 North,,Ashland,AL,"=""36251""",county,Clay County,Clay,County,Clay,https://alabamaclaycounty.com/,256-354-7888,41771 Highway 77 North,Ashland,AL,"=""36251""",13285.0,10-Mar-2023,SAME
12,201101501500000-111-39EDMG,201101501500000,Head of HR,Human Resources Officer,201101501500000-FCD37A3,[redacted],[redacted],[redacted],[redacted],,PO Box 908,,Heflin,AL,"=""36264""",county,Cleburne County,Cleburne,County,Cleburne,http://cleburnecounty.us,256-463-3838,6751 Highway 78,Heflin,AL,"=""36264""",14952.0,10-Mar-2023,SAME
13,201101601600000-111-39EDMG,201101601600000,Head of HR,Human Resources Director,201101601600000-BA5B8DC,[redacted],[redacted],[redacted],[redacted],1124,2 County Complex,,New Brockton,AL,"=""36351""",county,Coffee County,Coffee,County,Coffee,http://www.coffeecounty.us/,334-894-5556,2 County Complex,New Brockton,AL,"=""36351""",52238.0,10-Mar-2023,SAME
14,201101701700000-111-39EDMG,201101701700000,Head of HR,Human Resources Manager,201101701700000-8A44C7C,[redacted],[redacted],[redacted],[redacted],,201 N. Main Street,,Tuscumbia,AL,"=""35674""",county,Colbert County,Colbert,County,Colbert,http://www.colbertcounty.org/,256-386-8500,201 N. Main Street,Tuscumbia,AL,"=""35674""",54957.0,10-Mar-2023,SAME
15,201101901900000-111-39EDMG,201101901900000,Head of HR,County Administrator,201101901900000-B1D74CA,[redacted],[redacted],[redacted],[redacted],,PO Box 10,,Rockford,AL,"=""35136""",county,Coosa County,Coosa,County,Coosa,http://www.coosacountyal.com/,256-377-2420,9709 US Highway 231,Rockford,AL,"=""35136""",10696.0,10-Mar-2023,SAME
16,201102002000000-111-39EDMG,201102002000000,Head of HR,County Administrator,201102002000000-F035216,[redacted],[redacted],[redacted],[redacted],,PO Box 188,,Andalusia,AL,"=""36420""",county,Covington County,Covington,County,Covington,http://www.covcounty.com,334-428-2610,260 Hillcrest Drive,Andalusia,AL,"=""36420""",37096.0,10-Mar-2023,SAME
17,201102202200000-111-39EDMG,201102202200000,Head of HR,HR Manager,201102202200000-DA5E09A,[redacted],[redacted],[redacted],[redacted],,500 Second Avenue SW,Room 107,Cullman,AL,"=""35055""",county,Cullman County,Cullman,County,Cullman,http://www.co.cullman.al.us/,258-775-4878,500 2nd Avenue SW,Cullman,AL,"=""35055""",83345.0,20-Jan-2023,SAME
18,201102302300000-111-39EDMG,201102302300000,Head of HR,Personnel Director,201102302300000-38D8B0E,[redacted],[redacted],[redacted],[redacted],1,202 Highway 123 South,,Ozark,AL,"=""36360""",county,Dale County,Dale,County,Dale,http://www.dalecountyal.org/,334-774-6025,202 Highway 123 South,Ozark,AL,"=""36360""",49293.0,10-Mar-2023,SAME
19,201102402400000-111-39EDMG,201102402400000,Head of HR,Human Resources Director,201102402400000-26FD6EC,[redacted],[redacted],[redacted],[redacted],,P.O. Box 987,,Selma,AL,"=""36702""",county,Dallas County,Dallas,County,Dallas,http://www.dallascounty-al.org,334-874-2500,105 Lauderdale Street,Selma,AL,"=""36702""",38184.0,10-Mar-2023,SAME
20,201102502500000-111-39EDMG,201102502500000,Head of HR,Human Resources Director,201102502500000-9F16513,[redacted],[redacted],[redacted],[redacted],,111 Grand Avenue SW,,Fort Payne,AL,"=""35967""",county,DeKalb County,DeKalb,County,De Kalb,http://www.dekalbcountyal.us/,256-845-8500,111 Grand Avenue SW,Fort Payne,AL,"=""35967""",71430.0,24-Mar-2023,SAME
