#,Record ID,Power Almanac Account ID,Role,Title,Person ID,First Name,Last Name,Email Address,Phone Number,Phone Number Ext,Street Address or PO Box Number,Suite Number,City,State,Zip Code,Government Category,Government Designated Name,Government Place Name,Government Category Name,Government County Location,Government Web Address,Government Main Phone Number,Government Street Address,Government City,Government State,Government Zip Code,Population,Last Verified Date,Update Status
11,201104504500000-116-8KAVTW,201104504500000,Head of Parks and Recreation,Parks and Recreation Director,201104504500000-E695E4B,[redacted],[redacted],[redacted],[redacted],,202 Shields Road,,Huntsville,AL,"=""35811""",county,Madison County,Madison,County,Madison,https://www.madisoncountyal.gov/,256-532-3300,100 North Side Square,Huntsville,AL,"=""35801""",367686.0,24-Mar-2023,SAME
12,201104904900000-116-8KAVTW,201104904900000,Head of Parks and Recreation,Environmental Services Director,201104904900000-E30A9E5,[redacted],[redacted],[redacted],[redacted],,P.O. Box 1443,,Mobile,AL,"=""36633""",county,Mobile County,Mobile,County,Mobile,http://mobilecountyal.gov/,251-574-5077,205 Government Street,Mobile,AL,"=""36633""",413977.0,10-Mar-2023,SAME
13,201105105100000-116-8KAVTW,201105105100000,Head of Parks and Recreation,Parks and Recreation Director,201105105100000-B865DC9,[redacted],[redacted],[redacted],[redacted],,101 South Lawrence St.,,Montgomery,AL,"=""36104""",county,Montgomery County,Montgomery,County,Montgomery,http://www.mc-ala.org/,334-832-1210,101 South Lawrence St.,Montgomery,AL,"=""36104""",226451.0,10-Mar-2023,SAME
14,201105505500000-116-8KAVTW,201105505500000,Head of Parks and Recreation,Facilities Superintendent,201105505500000-8071274,[redacted],[redacted],[redacted],[redacted],,120 W. Church Street,,Troy,AL,"=""36081""",county,Pike County,Pike,County,Pike,http://pikecommission.com/,334-566-6374,120 W. Church Street,Troy,AL,"=""36081""",33274.0,10-Mar-2023,SAME
15,201105705700000-116-8KAVTW,201105705700000,Head of Parks and Recreation,County Engineer,201105705700000-2951835,[redacted],[redacted],[redacted],[redacted],,1000 Broad Street,,Phenix City,AL,"=""36867""",county,Russell County,Russell,County,Russell,http://www.rcala.com/,334-298-3435,1000 Broad Street,Phenix City,AL,"=""36867""",57938.0,17-Mar-2023,SAME
16,201105905900000-116-8KAVTW,201105905900000,Head of Parks and Recreation,Facilities and General Services Manager,201105905900000-0DDCB5C,[redacted],[redacted],[redacted],[redacted],,280 McDow Road,,Columbiana,AL,"=""35051""",county,Shelby County,Shelby,County,Shelby,http://www.shelbyal.com/,205-670-6500,200 West College Street,Columbiana,AL,"=""35051""",216350.0,10-Mar-2023,SAME
17,201200100300000-116-8KAVTW,201200100300000,Head of Parks and Recreation,Parks and Recreation Director,201200100300000-E48FACD,[redacted],[redacted],[redacted],[redacted],,101 West Main Street,,Prattville,AL,"=""36067""",municipality,City of Prattville,Prattville,City,Autauga,http://www.prattvilleal.gov/,334-365-9997,101 West Main Street,Prattville,AL,"=""36067""",36599.0,09-Dec-2022,SAME
18,201200200100000-116-8KAVTW,201200200100000,Head of Parks and Recreation,Recreation Director,201200200100000-8E9A761,[redacted],[redacted],[redacted],[redacted],,301 D'Olive Street,,Bay Minette,AL,"=""36507""",municipality,City of Bay Minette,Bay Minette,City,Baldwin,http://www.cityofbayminette.org/,251-580-1619,301 D'Olive Street,Bay Minette,AL,"=""36507""",9297.0,09-Dec-2022,SAME
19,201200200200000-116-8KAVTW,201200200200000,Head of Parks and Recreation,Recreation Director,201200200200000-1F71BCF,[redacted],[redacted],[redacted],[redacted],,2605 US Hwy 98,,Daphne,AL,"=""36526""",municipality,City of Daphne,Daphne,City,Baldwin,http://www.daphneal.com,251-620-1000,1705 Main Street,Daphne,AL,"=""36526""",26578.0,09-Dec-2022,SAME
20,201200200300000-116-8KAVTW,201200200300000,Head of Parks and Recreation,Parks/Public Works Director,201200200300000-D0BBC50,[redacted],[redacted],[redacted],[redacted],,PO Box 277,,Elberta,AL,"=""36530""",municipality,Town of Elberta,Elberta,Town,Baldwin,https://townofelberta.com/,251-986-5995,13052 Main Street,Elberta,AL,"=""36530""",1958.0,28-Apr-2023,SAME
