#,Record ID,Power Almanac Account ID,Role,Title,Person ID,First Name,Last Name,Email Address,Phone Number,Phone Number Ext,Street Address or PO Box Number,Suite Number,City,State,Zip Code,Government Category,Government Designated Name,Government Place Name,Government Category Name,Government County Location,Government Web Address,Government Main Phone Number,Government Street Address,Government City,Government State,Government Zip Code,Population,Last Verified Date,Update Status
11,201200220100000-108-5C2FF0,201200220100000,Head of Fire Protection Services,Fire Chief,201200220100000-E66685C,[redacted],[redacted],[redacted],[redacted],,7581 Spanish Fort Blvd,,Spanish Fort,AL,"=""36527""",municipality,City of Spanish Fort,Spanish Fort,City,Baldwin,http://www.cityofspanishfort.com/,251-626-4884,7581 Spanish Fort Blvd,Spanish Fort,AL,"=""36527""",8991.0,09-Dec-2022,SAME
12,201200240100000-108-23C68C,201200240100000,Head of Fire Protection Services,Fire Chief,201200240100000-A856D5A,[redacted],[redacted],[redacted],[redacted],,25855 John Snook Drive,,Orange Beach,AL,"=""36561""",municipality,City of Orange Beach,Orange Beach,City,Baldwin,https://www.orangebeachal.gov/,251-981-6979,4099 Orange Beach Boulevard,Orange Beach,AL,"=""36561""",6130.0,06-Apr-2023,SAME
13,201200250100000-108-5C2FF0,201200250100000,Head of Fire Protection Services,Fire Chief,201200250100000-29746CA,[redacted],[redacted],[redacted],[redacted],,PO Box 299,,Gulf Shores,AL,"=""36547""",municipality,City of Gulf Shores,Gulf Shores,City,Baldwin,http://www.gulfshoresal.gov,251-968-2425,1905 West First Street,Gulf Shores,AL,"=""36547""",12550.0,09-Dec-2022,SAME
14,201200250200000-108-3D2468,201200250200000,Head of Fire Protection Services,Fire Chief,201200250200000-47B7C29,[redacted],[redacted],[redacted],[redacted],,PO Box 9,,Loxley,AL,"=""36551""",municipality,Town of Loxley,Loxley,Town,Baldwin,http://www.townofloxley.org,251-964-5162,1089 S. Hickory Street,Loxley,AL,"=""36551""",2767.0,09-Dec-2022,SAME
15,201200300200000-108-5C2FF0,201200300200000,Head of Fire Protection Services,Fire Chief,201200300200000-A4FA7C8,[redacted],[redacted],[redacted],[redacted],,PO Box 385,,Clayton,AL,"=""36016""",municipality,Town of Clayton,Clayton,Town,Barbour,https://claytonal.wordpress.com/,334-775-9176,45 Reed Avenue,Clayton,AL,"=""36016""",2853.0,09-Dec-2022,SAME
16,201200300400000-108-5C2FF0,201200300400000,Head of Fire Protection Services,Fire Chief,201200300400000-3129C7C,[redacted],[redacted],[redacted],[redacted],,115 South Orange Avenue,,Eufaula,AL,"=""36027""",municipality,City of Eufaula,Eufaula,City,Barbour,http://www.eufaulaalabama.com,334-688-2000,205 East Barbour Street,Eufaula,AL,"=""36027""",11878.0,13-Jan-2023,SAME
17,201200400100000-108-C5087D,201200400100000,Head of Fire Protection Services,Fire Chief,201200400100000-813252D,[redacted],[redacted],[redacted],[redacted],,PO Box 220,,Brent,AL,"=""35034""",municipality,City of Brent,Brent,City,Bibb,http://www.cityofbrentalabama.com/,205-926-4643,22 First Street,Brent,AL,"=""35034""",4768.0,09-Dec-2022,SAME
18,201200400200000-108-0522AA,201200400200000,Head of Fire Protection Services,Fire Chief,201200400200000-8CA8D4D,[redacted],[redacted],[redacted],[redacted],,1270 Walnut Street,,Centreville,AL,"=""35042""",municipality,City of Centreville,Centreville,City,Bibb,https://cityofcentreville.com,205-926-4995,1270 Walnut Street,Centreville,AL,"=""35042""",2627.0,09-Dec-2022,SAME
19,201200400300000-108-413686,201200400300000,Head of Fire Protection Services,Fire Chief,201200400300000-1A56771,[redacted],[redacted],[redacted],[redacted],,PO Box 187,,West Blocton,AL,"=""35184""",municipality,Town of West Blocton,West Blocton,Town,Bibb,http://www.westbloctonal.com,205-938-7622,1139 Main Street,West Blocton,AL,"=""35184""",1198.0,09-Dec-2022,SAME
20,201200500100000-108-CD4E8C,201200500100000,Head of Fire Protection Services,Fire Chief,201200500100000-D716CEE,[redacted],[redacted],[redacted],[redacted],,PO Box 186,,Blountsville,AL,"=""35031""",municipality,Town of Blountsville,Blountsville,Town,Blount,https://www.blountsvilleal.com/,205-429-2406,10017 Lee Street West,Blountsville,AL,"=""35031""",2009.0,09-Dec-2022,SAME
