#,Record ID,Power Almanac Account ID,Role,Title,Person ID,First Name,Last Name,Email Address,Phone Number,Phone Number Ext,Street Address or PO Box Number,Suite Number,City,State,Zip Code,Government Category,Government Designated Name,Government Place Name,Government Category Name,Government County Location,Government Web Address,Government Main Phone Number,Government Street Address,Government City,Government State,Government Zip Code,Population,Last Verified Date,Update Status
11,201103103100000-112-J13N7S,201103103100000,Head of Communications,Personnel Director,201103103100000-18EF639,[redacted],[redacted],[redacted],[redacted],,PO Box 430,,Geneva,AL,"=""36340""",county,Geneva County,Geneva,County,Geneva,https://www.genevacountyal.gov/,334-684-5610,200 North Commerce Street,Geneva,AL,"=""36340""",26383.0,24-Mar-2023,SAME
12,201103703700000-112-J13N7S,201103703700000,Head of Communications,Public Information Director,201103703700000-5D7F2B9,[redacted],[redacted],[redacted],[redacted],,716 Richard Arrington Jr. Blvd. N.,,Birmingham,AL,"=""35203""",county,Jefferson County,Jefferson,County,Jefferson,http://www.jccal.org/,205-325-5300,716 Richard Arrington Jr. Blvd. N.,Birmingham,AL,"=""35203""",658615.0,24-Mar-2023,SAME
13,201104104100000-112-J13N7S,201104104100000,Head of Communications,County Administrator,201104104100000-119C275,[redacted],[redacted],[redacted],[redacted],,215 South Ninth Street,,Opelika,AL,"=""36801""",county,Lee County,Lee,County,Lee,http://www.leeco.us/,334-745-9767,215 South Ninth Street,Opelika,AL,"=""36801""",163461.0,10-Mar-2023,SAME
14,201104204200000-112-J13N7S,201104204200000,Head of Communications,Director of Community Relations,201104204200000-38FE412,[redacted],[redacted],[redacted],[redacted],,310 W. Washington St.,,Athens,AL,"=""35611""",county,Limestone County,Limestone,County,Limestone,http://www.limestonecounty-al.gov,256-233-6400,310 W. Washington St.,Athens,AL,"=""35611""",96921.0,10-Mar-2023,SAME
15,201104904900000-112-J13N7S,201104904900000,Head of Communications,Director of Public Affairs and Community Services,201104904900000-29623D3,[redacted],[redacted],[redacted],[redacted],,P O Box 1443,,Mobile,AL,"=""36633""",county,Mobile County,Mobile,County,Mobile,http://mobilecountyal.gov/,251-574-5077,205 Government Street,Mobile,AL,"=""36633""",413977.0,10-Mar-2023,SAME
16,201105005000000-112-J13N7S,201105005000000,Head of Communications,County Clerk/Chief Administrator,201105005000000-C6A4A63,[redacted],[redacted],[redacted],[redacted],102,PO Box 8,,Monroeville,AL,"=""36461""",county,Monroe County,Monroe,County,Monroe,https://www.monroecountyal.com/,251-743-4107,65 N. Alabama Avenue,Monroeville,AL,"=""36460""",21006.0,24-Mar-2023,SAME
17,201105105100000-112-J13N7S,201105105100000,Head of Communications,Manager of Public Affairs,201105105100000-045B2DB,[redacted],[redacted],[redacted],[redacted],,101 South Lawrence St.,,Montgomery,AL,"=""36104""",county,Montgomery County,Montgomery,County,Montgomery,http://www.mc-ala.org/,334-832-1210,101 South Lawrence St.,Montgomery,AL,"=""36104""",226451.0,10-Mar-2023,SAME
18,201105205200000-112-J13N7S,201105205200000,Head of Communications,Communications Director,201105205200000-794006D,[redacted],[redacted],[redacted],[redacted],,302 Lee Street N.E.,,Decatur,AL,"=""35602""",county,Morgan County,Morgan,County,Morgan,http://www.co.morgan.al.us/,256-351-4600,302 Lee Street N.E.,Decatur,AL,"=""35602""",119352.0,14-Apr-2023,SAME
19,201105505500000-112-J13N7S,201105505500000,Head of Communications,Social Media Coordinator,201105505500000-9919DF3,[redacted],[redacted],[redacted],[redacted],,120 W. Church Street,,Troy,AL,"=""36081""",county,Pike County,Pike,County,Pike,http://pikecommission.com/,334-566-6374,120 W. Church Street,Troy,AL,"=""36081""",33274.0,10-Mar-2023,SAME
20,201105605600000-112-J13N7S,201105605600000,Head of Communications,County Administrator/Personnel Director,201105605600000-B0B2260,[redacted],[redacted],[redacted],[redacted],,PO Box 228,,Wedowee,AL,"=""36278""",county,Randolph County,Randolph,County,Randolph,https://randolphcountyal.gov/,256-357-4980,2nd Main Street,Wedowee,AL,"=""36278""",22732.0,17-Mar-2023,SAME
